tool_slug,tool_name,category,tags,description,website_link,domain,quality_status,recovered_confidence
your-ai-business-suite,Your AI Business Suite,AI Business Ideas Generator,AI Business Ideas Generator,Transform your insights for business growth.,https://www.businessplanfactory.com/,www.businessplanfactory.com,verified,
your-own-story-book,Your Own Story Book,AI Story Writing,AI Story Writing,Bring Your Story to Life with AI-Generated Wonder,https://www.yourownstorybook.com/,www.yourownstorybook.com,verified,
your-perfect-presents,Your Perfect Presents,AI Gift Idea Generator,AI Gift Idea Generator,Transform with unique and custom gift ideas for any occasion with Your Perfect Presents.,https://yourperfectpresents.com/,yourperfectpresents.com,verified,
yuma,Yuma,customer support,"customer support,e-commerce,ai chatbots","Elevate e-commerce support with AI; automate, integrate, satisfy, scale.",https://yuma.ai/,yuma.ai,verified,
yuna,Yuna,AI Mental Health Support,AI Mental Health Support,"Discover Your Truth, 24/7",https://www.yuna.io/,www.yuna.io,verified,
yuna-ai,Yuna AI,AI Girlfriend,AI Girlfriend,Personalize Your Life with Secured AI Companionship,https://www.yuna-ai.live/,www.yuna-ai.live,verified,
z3d,Z3D,AI 3D Model Generator,AI 3D Model Generator,Bring AI-powered 3D creation into your workflow,https://www.z3d.ai/,www.z3d.ai,verified,
zbrain,ZBrain,Prompt,Prompt,Transform Conversations with Personalized AI Insights,https://zbrain.ai/,zbrain.ai,verified,
zama,Zama,finance,finance,"Encrypt, compute, and protect data without decryption.",https://www.zama.org/,www.zama.org,verified,
zap,Zap,Cover Letter Generator,Cover Letter Generator,Tailored Cover Letters at the Speed of Zap,https://www.getzap.org/,www.getzap.org,verified,
zapcap,ZapCap,Captions & Subtitle Generator,Captions & Subtitle Generator,Accurate Captions in Minutes: Engage Your Viewers,https://zapcap.ai/,zapcap.ai,verified,
zapier,Zapier,AI Workflow Manager,AI Workflow Manager,"Automate with AI: Maximize Productivity, Minimize Hassle",https://zapier.com/,zapier.com,verified,
zappyvue,ZappyVue,human resources,human resources,Automates video interviews for efficient candidate screening.,https://www.zappyvue.com/,www.zappyvue.com,verified,
zapt,Zapt,startup tools,"startup tools,low-code/no-code,marketing",Effortlessly create AI apps with no coding required.,https://www.zapt.ai/,www.zapt.ai,verified,
zarla-ai,Zarla AI,website builders,"website builders,seo,logo generator",Create a Beautiful Website in Seconds,https://www.zarla.com/,www.zarla.com,verified,
zarla-ai-website-builder,Zarla AI Website Builder,AI Website Builder,AI Website Builder,Create Websites 100x Faster with AI,https://www.zarla.com/,www.zarla.com,verified,
zeda-io,Zeda.io,customer support,"customer support,marketing,project management","Streamlines social media management with AI-driven publishing, engagement, and analytics.",https://zeda.io/,zeda.io,verified,
zefort,Zefort,AI Contract Management,AI Contract Management,Effortless Contract Management with AI Power,https://zefort.com/,zefort.com,verified,
zefram,Zefram,Sales Assistant,Sales Assistant,"Automate Prospecting, Maximize Sales Conversations",https://zefram.com/,zefram.com,verified,
zenadmin,ZenAdmin,E-commerce Assistant,E-commerce Assistant,Unify and Optimize Your IT Management ,https://www.zenadmin.ai/,www.zenadmin.ai,verified,
zencall-ai,ZenCall.ai,customer support,"customer support,personal assistant,ai agents",Streamlines multilingual call management with seamless app integration.,https://www.zencall.ai/,www.zencall.ai,verified,
zencoder,Zencoder,code assistant,"AI coding, spec-driven",AI coding assistant for spec-driven development workflows,https://zencoder.ai/,zencoder.ai,verified,
zendesk,Zendesk,customer support,"customer support,ai chatbots,workflows","Streamline customer service with AI, analytics, and omnichannel support.",https://www.zendesk.com/,www.zendesk.com,verified,
zendesk-service-suite,Zendesk Service Suite,customer support,"customer support,workflows,ai chatbots","Elevate customer service with omnichannel support, AI automation, and real-time analytics.",https://www.zendesk.com/,www.zendesk.com,verified,
zeni,Zeni,AI Accounting Assistant,AI Accounting Assistant,"Harmony in Finance, Simplified with AI",https://www.zeni.ai/,www.zeni.ai,verified,
zenity,Zenity,ai agents,ai agents,"Streamline GRC with automated SaaS security, compliance, and monitoring.",https://zenity.io/,zenity.io,verified,
zephyr-ai,Zephyr AI,health,health,Harnesses real-world data for precision medicine optimization.,https://zephyrai.bio/,zephyrai.bio,verified,
zepic,Zepic,marketing,"marketing,customer support,e-commerce",Enhance customer engagement with automated marketing campaigns.,https://www.zepic.com/,www.zepic.com,verified,
zero-gpt,Zero GPT,ai detection,"ai detection,summarizer",Plagiarism detector for AI generated text.,https://www.zerogpt.com/,www.zerogpt.com,verified,
zerogpt,ZeroGPT,AI Content Detector,AI Content Detector,Detect AI Text with Unparalleled Accuracy,https://www.zerogpt.com/,www.zerogpt.com,verified,
zerogpt-cc,ZeroGPT.cc,AI Content Detector,AI Content Detector,Transform your accurately detects AI-generated text using ML algorithms and NLP techniques.,https://zerogpt.cc/,zerogpt.cc,verified,
zerotrusted-ai,ZeroTrusted.ai,AI Content Detector,AI Content Detector,Shield AI Privacy with Zero Trust Security,https://www.zerotrusted.ai/,www.zerotrusted.ai,verified,
zigma,Zigma,AI Design Assistant,AI Design Assistant,"Design Systems, Perfected with AI in Mind",https://zigma.io/,zigma.io,verified,
zing-coach,Zing Coach,fitness,"fitness,health,personal assistant",AI-powered app delivers personalized fitness plans for results.,https://zing.body.scan.zingproduction.com/,zing.body.scan.zingproduction.com,verified,
zipzap,ZipZap,translator,"translator,education,travel","AI-powered tool offering real-time, immersive multilingual translation.",https://www.zipzap.ai/,www.zipzap.ai,verified,
zocket,Zocket,AI Ad Creative Generator,AI Ad Creative Generator,Ad in Seconds with AI,https://www.zocket.com/,www.zocket.com,verified,
zoho-creator,Zoho Creator,low-code/no-code,"low-code/no-code,project management,e-commerce","Build custom apps effortlessly with AI-enhanced, low-code platform.",https://www.zoho.com/,www.zoho.com,verified,
zoho-sheet,Zoho Sheet,spreadsheets,"spreadsheets,project management,workflows","Create, analyze, and collaborate on spreadsheets seamlessly online.",https://www.zoho.com/,www.zoho.com,verified,
zoho-show,Zoho Show,presentations,"presentations,marketing,education","Create, collaborate, and deliver presentations seamlessly from any device.",https://www.zoho.com/,www.zoho.com,verified,
zoho-social,Zoho Social,text to video,"text to video,social media,video generators","Manage, schedule, and analyze social media—all in one place.",https://www.zoho.com/,www.zoho.com,verified,
zolak,Zolak,E-commerce Assistant,E-commerce Assistant,"Visualize, Customize, Sell: Every Piece of Furniture",https://zolak.tech/,zolak.tech,verified,
zoom-ai-companion,Zoom AI Companion,summarizer,"summarizer,personal assistant,presentations","Streamline meetings with AI summaries, chat assistance, and multilingual support.",https://www.zoom.com/,www.zoom.com,verified,
zoom-iq,Zoom IQ,summarizer,"summarizer,personal assistant","Elevate Zoom meetings with AI-driven summaries, task automation, and real-time assistance.",https://www.zoom.com/,www.zoom.com,verified,
zoominsoftware,ZoomInSoftware,customer support,customer support,"Streamline, manage, and deliver content securely with AI.",https://www.zoominsoftware.com/,www.zoominsoftware.com,verified,
zora-adaptive-learning,Zora - Adaptive Learning,AI Creative Writing,AI Creative Writing,"Read, Explore, Grow with Adaptive Storytelling",https://zoralearning.com/,zoralearning.com,verified,
zoviz,Zoviz,AI Logo Generator,AI Logo Generator,Revolutionize your branding with one-click logos and simplified brand kits.,https://zoviz.com/,zoviz.com,verified,
zyler-ai,Zyler AI,marketing,marketing,"Streamline Google Analytics with AI-driven, rapid reporting.",https://www.zyler.ai/,www.zyler.ai,verified,
zylon,Zylon,project management,project management,AI-driven tool that autonomously enhances business productivity and collaboration.,https://www.zylon.ai/,www.zylon.ai,verified,
ai4spaces,ai4spaces,AI Interior & Room Designer,AI Interior & Room Designer,Visualize Your Dream Space with AI-POWERED Design Freedom,https://ai4spaces.com/,ai4spaces.com,verified,
aicut,aicut,AI Short Clips Generator,AI Short Clips Generator,"AI-Create Videos in Minutes, No Editing Needed",https://www.aicut.pro/,www.aicut.pro,verified,
aigf-art,aigf.art,AI Selfie & Portrait Editor,AI Selfie & Portrait Editor,Transform Selfies into Hollywood-Style Movie Posters Instantly,https://www.aigf.art/,www.aigf.art,verified,
aiktp-com,aiktp.com,AI Blog Writer,AI Blog Writer,Revolutionize the potential of content writing and WordPress management system that generates high-quality blog posts based on keywords and outlines.,https://aiktp.com/,aiktp.com,verified,
animebuilder,animeBuilder,AI Anime Art Creator,AI Anime Art Creator,"Convert Text to Anime Images, Free and Forever",https://animebuilder.com/,animebuilder.com,verified,
applai-me,applai.me,AI Recruiting Assistant,AI Recruiting Assistant,Ace Job Interviews with AI-Powered Precision,https://www.applai.me/,www.applai.me,verified,
arivis-cloud,arivis Cloud,AI Image Segmentation,AI Image Segmentation,"Unlock AI-Powered Image Insights, Simple and Fast",https://www.arivis.cloud/,www.arivis.cloud,verified,
colone,colone,AI Parenting Assistant,AI Parenting Assistant,"Expert Care in Your Pocket, 24/7",https://colone.app/,colone.app,verified,
cookaifood,cookAIfood,AI Cooking Assistant,AI Cooking Assistant,"Cook with AI, Savor the Surprise!",https://cookaifood.com/,cookaifood.com,verified,
cre8tiveai,cre8tiveAI,AI Icon Designer,AI Icon Designer,"Elevate the power of is a photo editing platform that uses AI technology for fast, efficient solutions.",https://cre8tiveai.com/,cre8tiveai.com,verified,
domainhuntai,domainhuntai,AI Business Ideas Generator,AI Business Ideas Generator,Startup Names at Lightning Speed with AI,https://www.domainhuntai.com/,www.domainhuntai.com,verified,
dopepics-io,dopepics.io,AI Image Enhancer,AI Image Enhancer,Enhance your uses AI to enhance photos and improve image quality.,https://dopepics.io/,dopepics.io,verified,
dotbrand,dotBRAND,design generators,"design generators,project management,sales assistant",AI tool streamlines design project management and client interactions.,https://www.dotbrand.design/,www.dotbrand.design,verified,
ecommerce-prompt-generator,eCommerce Prompt Generator,e-commerce,"e-commerce,copywriting,marketing","Revolutionize eCommerce content creation with tailored, engaging copy instantly.",https://www.ecommerceprompts.com/,www.ecommerceprompts.com,verified,
eskilled-ai-course-creator,eSkilled AI Course Creator,education,"education,teachers,students",Create interactive courses with AI-driven tools.,https://aicoursecreator.eskilled.io/,aicoursecreator.eskilled.io,verified,
eesel,eesel,AI Customer Service Assistant,AI Customer Service Assistant,AI for Customer Service & Support | The #1 AI Agents for CX,https://www.eesel.ai/,www.eesel.ai,verified,
eesel-ai,eesel AI,startup tools,"startup tools,customer support,human resources","ChatGPT over your Slack, Notion, Google Docs and more",https://www.eesel.ai/,www.eesel.ai,verified,
evalmybrand,evalmyBRAND,AI Social Media Manager,AI Social Media Manager,Revolutionize with powered social listening platform for brand insights.,https://evalmybrand.com/,evalmybrand.com,verified,
ezsales-ai,ezsales.ai,Sales Assistant,Sales Assistant,PersoMail: AI-Driven Lead Generation & Outreach,https://ezsales.ai/,ezsales.ai,verified,
ezsite,ezsite,website builders,website builders,"Create websites instantly with AI-driven, one-click simplicity.",https://ezsite.ai/,ezsite.ai,verified,
flowlist-io,flowlist.io,AI Project Manager,AI Project Manager,Optimize the power of is an AI app that helps users manage tasks and ideas with fresh and motivating features.,https://www.flowlist.io/,www.flowlist.io,verified,
formsflow-ai,formsflow.ai,AI Form & Survey Creator,AI Form & Survey Creator,"Streamline Business Apps, Simplify  Workflow Today",https://formsflow.ai/,formsflow.ai,verified,
fotokatalog,fotokatalog,AI Image Enhancer,AI Image Enhancer,Revolutionize Your Product Photos with AI!,https://fotokatalog.app/,fotokatalog.app,verified,
furryfriends-ai,furryfriends.ai,AI Selfie & Portrait Editor,AI Selfie & Portrait Editor,Transform the potential of AI pet portraits. Hundreds of styles. Adorable results.,https://furryfriends.ai/,furryfriends.ai,verified,
gnucleus,gNucleus,AI 3D Model Generator,AI 3D Model Generator,Text-to-CAD Magic: Designs Unlocked,https://www.gnucleus.ai/,www.gnucleus.ai,verified,
giftassistant-io,giftassistant.io,AI Gift Idea Generator,AI Gift Idea Generator,"Gift Ideas in Seconds, Effortlessly Delivered",https://giftassistant.io/,giftassistant.io,verified,
goheather,goHeather,personal assistant,"personal assistant,legal","AI-driven contract analysis, multilingual, lawyer-trained, time-saving tool.",https://www.goheather.io/,www.goheather.io,verified,
gptengineer-app,gptengineer.app,AI App Builder,AI App Builder,"Build in Plain English, Iterate Faster",https://gptengineer.app/,gptengineer.app,verified,
graph8,graph8,sales assistant,sales assistant,Automates sales with AI agents and personalized data.,https://www.graph8.com/,www.graph8.com,verified,
greatcontent,greatcontent,Copywriting Assistant,Copywriting Assistant,Content Unlocked: Scale Your Language with Ease,https://greatcontent.com/,greatcontent.com,verified,
gymcircle,gymcircle,AI Fitness Trainer,AI Fitness Trainer,"Workout Smarter, Not Harder with gymcircle",https://www.gymcircle.app/,www.gymcircle.app,verified,
